green_channel,red_channel,ir_channel,Anomaly,Anomaly_ch2
42212,17635,58585,0,0
42179,17584,58534,0,0
42107,17487,58417,0,0
42004,17355,58243,0,0
41876,17198,58019,0,0
41730,17024,57759,0,0
41570,16838,57475,0,0
41404,16648,57182,0,0
41237,16458,56887,0,0
41076,16273,56600,0,0
40924,16097,56327,0,0
40782,15935,56073,0,0
40651,15786,55839,0,0
40534,15653,55631,0,0
40432,15538,55453,0,0
40348,15440,55304,0,0
40278,15359,55180,0,0
40221,15293,55081,0,0
40177,15241,55002,0,0
40143,15197,54940,0,0
40115,15160,54886,0,0
40085,15126,54831,0,0
40051,15091,54769,0,0
40010,15047,54693,0,0
39959,14991,54599,0,0
39898,14923,54486,0,0
39831,14846,54360,0,0
39761,14765,54226,0,0
39687,14681,54085,0,0
39614,14598,53947,0,0
39544,14521,53818,0,0
39479,14448,53700,0,0
39421,14383,53596,0,0
39374,14331,53508,0,0
39340,14293,53439,0,0
39318,14270,53392,0,0
39308,14263,53369,0,0
39310,14272,53368,0,0
39326,14294,53388,0,0
39351,14327,53429,0,0
39385,14370,53486,0,0
39428,14419,53552,0,0
39473,14469,53622,0,0
39517,14517,53691,0,0
39557,14562,53754,0,0
39587,14600,53807,0,0
39608,14631,53846,0,0
39620,14651,53868,0,0
39624,14659,53871,0,0
39620,14654,53853,0,0
39606,14633,53814,0,0
39579,14595,53753,0,0
39538,14543,53670,0,0
39485,14476,53568,0,0
39418,14393,53445,0,0
39337,14294,53298,0,0
39244,14183,53131,0,0
39143,14064,52947,0,0
39034,13935,52750,0,0
38916,13797,52537,0,0
38792,13651,52311,0,0
38662,13498,52075,0,0
38527,13342,51833,0,0
38390,13184,51590,0,0
38250,13024,51346,0,0
38110,12863,51102,0,0
37971,12702,50861,0,0
37835,12544,50625,0,0
37700,12393,50395,0,0
37566,12246,50166,0,0
37433,12101,49937,0,0
37303,11958,49709,0,0
37179,11822,49485,0,0
37059,11690,49267,0,0
36942,11561,49053,0,0
36827,11434,48847,0,0
36715,11310,48649,0,0
36606,11190,48457,0,0
36500,11075,48271,0,0
36396,10964,48090,0,0
36298,10855,47913,0,0
36201,10745,47740,0,0
36106,10634,47567,0,0
36016,10528,47396,0,0
35929,10426,47229,0,0
35841,10326,47065,0,0
35752,10226,46904,0,0
35665,10126,46744,0,0
35582,10029,46589,0,0
35504,9936,46438,0,0
35427,9848,46292,0,0
35353,9763,46153,0,0
35279,9680,46017,0,0
35202,9595,45881,0,0
35123,9509,45743,0,0
35044,9423,45603,0,0
34965,9338,45463,0,0
34886,9251,45323,0,0
34806,9161,45182,0,0
34725,9072,45040,0,0
34646,8984,44896,0,0
34571,8893,44748,0,0
34495,8799,44600,0,0
34416,8708,44451,0,0
34335,8619,44299,0,0
34250,8531,44146,0,0
34163,8441,43992,0,0
34073,8350,43839,0,0
33982,8256,43684,0,0
33893,8160,43525,0,0
33804,8061,43365,0,0
33713,7959,43202,0,0
33617,7857,43036,0,0
33518,7750,42867,0,0
33416,7639,42695,0,0
33312,7527,42519,0,0
33208,7413,42339,0,0
33102,7294,42155,0,0
32995,7171,41966,0,0
32887,7046,41772,0,0
32778,6921,41574,0,0
32668,6796,41373,0,0
32557,6668,41167,0,0
32442,6537,40955,0,0
32327,6408,40739,0,0
32212,6278,40519,0,0
32095,6146,40296,0,0
31974,6011,40070,0,0
31849,5876,39840,0,0
31726,5744,39614,0,0
31608,5617,39400,0,0
31505,5503,39214,0,0
31429,5418,39080,0,0
31400,5385,39033,0,0
31441,5433,39117,0,0
31578,5591,39375,0,0
31833,5888,39854,0,0
32223,6346,40583,0,0
32759,6973,41573,0,0
33434,7759,42808,0,0
34226,8676,44239,0,0
35095,9679,45800,0,0
36000,10720,47416,0,0
36903,11757,49019,0,0
37769,12753,50556,0,0
38573,13676,51982,0,0
39297,14504,53264,0,0
39932,15223,54384,0,0
40471,15833,55338,0,0
40912,16334,56125,0,0
41261,16729,56751,0,0
41524,17024,57228,0,0
41707,17225,57567,0,0
41819,17343,57781,0,0
41872,17390,57883,0,0
41875,17377,57889,0,0
41834,17313,57808,0,0
41753,17205,57656,0,0
41637,17061,57445,0,0
41493,16885,57185,0,0
41326,16681,56885,0,0
41143,16460,56556,0,0
40950,16230,56211,0,0
40750,15997,55861,0,0
40549,15765,55511,0,0
40352,15540,55166,0,0
40164,15325,54834,0,0
39986,15121,54519,0,0
39823,14932,54229,0,0
39677,14764,53971,0,0
39550,14619,53749,0,0
39439,14495,53562,0,0
39345,14391,53407,0,0
39264,14303,53274,0,0
39194,14230,53158,0,0
39135,14166,53051,0,0
39080,14105,52945,0,0
39023,14041,52832,0,0
38959,13971,52709,0,0
38887,13893,52575,0,0
38809,13806,52431,0,0
38729,13714,52282,0,0
38648,13619,52133,0,0
38570,13528,51989,0,0
38499,13446,51853,0,0
38435,13372,51729,0,0
38382,13311,51628,0,0
38345,13268,51553,0,0
38322,13243,51504,0,0
38314,13234,51483,0,0
38322,13244,51491,0,0
38346,13271,51525,0,0
38380,13311,51584,0,0
38425,13366,51663,0,0
38479,13431,51756,0,0
38535,13499,51858,0,0
38594,13572,51967,0,0
38655,13648,52075,0,0
38713,13718,52179,0,0
38759,13776,52270,0,0
38791,13820,52341,0,0
38813,13850,52386,0,0
38822,13861,52400,0,0
38817,13851,52382,0,0
38794,13819,52334,0,0
38750,13766,52256,0,0
38688,13692,52148,0,0
38609,13597,52010,0,0
38514,13483,51841,0,0
38405,13350,51645,0,0
38281,13200,51423,0,0
38144,13037,51179,0,0
38000,12866,50919,0,0
37850,12689,50644,0,0
37693,12507,50358,0,0
37530,12322,50066,0,0
37365,12135,49768,0,0
37196,11946,49468,0,0
37025,11753,49168,0,0
36854,11558,48866,0,0
36684,11364,48568,0,0
36517,11174,48276,0,0
36353,10989,47989,0,0
36196,10811,47708,0,0
36045,10640,47436,0,0
35901,10476,47176,0,0
35766,10320,46929,0,0
35637,10170,46696,0,0
35511,10029,46475,0,0
35389,9897,46265,0,0
35273,9773,46064,0,0
35159,9655,45871,0,0
35052,9542,45686,0,0
34951,9433,45512,0,0
34854,9330,45349,0,0
34762,9230,45196,0,0
34677,9135,45052,0,0
34598,9045,44911,0,0
34523,8962,44776,0,0
34452,8884,44646,0,0
34387,8810,44520,0,0
34325,8741,44399,0,0
34266,8677,44284,0,0
34211,8618,44178,0,0
34158,8561,44083,0,0
34106,8506,43993,0,0
34055,8455,43905,0,0
34007,8407,43818,0,0
33961,8361,43733,0,0
33916,8312,43649,0,0
33871,8259,43563,0,0
33822,8205,43475,0,0
33771,8148,43382,0,0
33717,8086,43283,0,0
33659,8020,43178,0,0
33598,7955,43072,0,0
33538,7892,42963,0,0
33478,7828,42849,0,0
33417,7761,42731,0,0
33352,7690,42607,0,0
33284,7615,42478,0,0
33213,7535,42341,0,0
33135,7450,42194,0,0
33048,7357,42036,0,0
32954,7257,41871,0,0
32857,7152,41701,0,0
32757,7038,41522,0,0
32652,6918,41334,0,0
32541,6794,41140,0,0
32428,6671,40946,0,0
32317,6553,40756,0,0
32216,6447,40581,0,0
32136,6364,40438,0,0
32093,6318,40357,0,0
32103,6331,40371,0,0
32185,6426,40522,0,0
32361,6630,40853,0,0
32652,6968,41396,0,0
33071,7453,42166,0,0
33617,8083,43161,0,0
34274,8843,44351,0,0
35014,9698,45684,0,0
35805,10608,47101,0,0
36613,11534,48535,0,0
37406,12440,49935,0,0
38158,13298,51260,0,0
38852,14089,52480,0,0
39473,14796,53569,0,0
40010,15408,54516,0,0
40459,15922,55312,0,0
40823,16335,55960,0,0
41107,16654,56464,0,0
41316,16883,56832,0,0
41455,17030,57078,0,0
41532,17103,57215,0,0
41555,17112,57255,0,0
41529,17067,57211,0,0
41458,16976,57090,0,0
41350,16844,56905,0,0
41212,16679,56670,0,0
41051,16489,56394,0,0
40874,16283,56087,0,0
40688,16066,55757,0,0
40494,15842,55414,0,0
40299,15613,55068,0,0
40106,15385,54724,0,0
39921,15165,54390,0,0
39746,14960,54074,0,0
39583,14773,53783,0,0
39435,14606,53520,0,0
39305,14460,53291,0,0
39191,14336,53095,0,0
39092,14229,52924,0,0
39003,14132,52768,0,0
38921,14041,52622,0,0
38842,13952,52478,0,0
38758,13861,52328,0,0
38669,13765,52173,0,0
38575,13664,52011,0,0
38477,13558,51845,0,0
38379,13453,51673,0,0
38284,13351,51502,0,0
38199,13254,51342,0,0
38126,13167,51200,0,0
38068,13092,51080,0,0
38026,13033,50990,0,0
38000,12992,50931,0,0
37993,12971,50904,0,0
38004,12974,50908,0,0
38031,13002,50945,0,0
38072,13053,51010,0,0
38127,13121,51101,0,0
38193,13200,51215,0,0
38270,13290,51350,0,0
38354,13389,51496,0,0
38441,13491,51646,0,0
38525,13591,51788,0,0
38603,13682,51919,0,0
38672,13761,52034,0,0
38731,13826,52132,0,0
38774,13877,52206,0,0
38801,13910,52250,0,0
38807,13922,52260,0,0
38793,13909,52235,0,0
38758,13870,52179,0,0
38704,13809,52090,0,0
38631,13729,51968,0,0
38543,13629,51815,0,0
38441,13511,51633,0,0
38326,13377,51426,0,0
38200,13230,51200,0,0
38065,13074,50960,0,0
37924,12909,50708,0,0
37777,12738,50448,0,0
37625,12563,50181,0,0
37472,12383,49907,0,0
37316,12200,49629,0,0
37160,12016,49352,0,0
37004,11839,49082,0,0
36850,11669,48820,0,0
36700,11506,48565,0,0
36557,11350,48316,0,0
36420,11201,48074,0,0
36285,11057,47842,0,0
36154,10918,47617,0,0
36029,10781,47399,0,0
35910,10650,47189,0,0
35797,10523,46987,0,0
35689,10397,46793,0,0
35585,10271,46603,0,0
35485,10150,46419,0,0
35391,10032,46241,0,0
35301,9922,46073,0,0
35218,9821,45913,0,0
35138,9729,45762,0,0
35063,9642,45618,0,0
34988,9560,45480,0,0
34913,9481,45347,0,0
34841,9404,45217,0,0
34771,9327,45091,0,0
34702,9250,44972,0,0
34635,9173,44857,0,0
34570,9098,44746,0,0
34506,9025,44636,0,0
34442,8954,44525,0,0
34379,8887,44411,0,0
34317,8823,44295,0,0
34256,8755,44176,0,0
34195,8683,44058,0,0
34131,8608,43942,0,0
34064,8532,43826,0,0
33995,8456,43707,0,0
33924,8382,43581,0,0
33850,8306,43446,0,0
33773,8224,43304,0,0
33694,8136,43152,0,0
33612,8043,42993,0,0
33528,7949,42831,0,0
33443,7858,42670,0,0
33360,7771,42512,0,0
33282,7691,42367,0,0
33217,7626,42248,0,0
33178,7593,42183,0,0
33185,7610,42202,0,0
33258,7701,42342,0,0
33418,7893,42643,0,0
33683,8205,43137,0,0
34065,8653,43842,0,0
34566,9236,44758,0,0
35172,9940,45859,0,0
35856,10733,47093,0,0
36590,11579,48404,0,0
37341,12444,49737,0,0
38081,13296,51047,0,0
38789,14108,52295,0,0
39446,14856,53451,0,0
40035,15525,54491,0,0
40547,16104,55400,0,0
40978,16591,56169,0,0
41328,16985,56798,0,0
41602,17293,57294,0,0
41806,17521,57666,0,0
41946,17677,57924,0,0
42026,17767,58076,0,0
42054,17797,58135,0,0
42035,17772,58115,0,0
41978,17698,58026,0,0
41891,17586,57877,0,0
41779,17445,57681,0,0
41649,17282,57452,0,0
41508,17105,57197,0,0
41359,16921,56922,0,0
41205,16734,56638,0,0
41051,16552,56357,0,0
40903,16375,56088,0,0
40765,16208,55836,0,0
40636,16055,55605,0,0
40518,15918,55395,0,0
40412,15796,55209,0,0
40322,15692,55047,0,0
40246,15603,54909,0,0
40178,15527,54791,0,0
40118,15460,54687,0,0
40064,15400,54592,0,0
40012,15342,54500,0,0
39961,15285,54402,0,0
39905,15225,54293,0,0
39843,15155,54171,0,0
39772,15074,54032,0,0
39692,14980,53877,0,0
39605,14878,53710,0,0
39512,14770,53535,0,0
39416,14661,53363,0,0
39322,14558,53199,0,0
39240,14464,53052,0,0
39171,14383,52926,0,0
39115,14317,52825,0,0
39071,14267,52750,0,0
39041,14233,52703,0,0
39027,14217,52685,0,0
39027,14221,52694,0,0
39039,14242,52725,0,0
39064,14278,52775,0,0
39100,14328,52841,0,0
39146,14386,52919,0,0
39195,14447,53002,0,0
39244,14505,53082,0,0
39290,14558,53158,0,0
39328,14603,53223,0,0
39357,14637,53273,0,0
39373,14654,53301,0,0
39376,14653,53306,0,0
39366,14634,53284,0,0
39339,14601,53234,0,0
39296,14552,53155,0,0
39238,14486,53050,0,0
39166,14405,52921,0,0
39081,14309,52770,0,0
38986,14200,52600,0,0
38882,14080,52412,0,0
38771,13948,52208,0,0
38652,13805,51993,0,0
38526,13655,51768,0,0
38395,13502,51536,0,0
38260,13345,51298,0,0
38122,13184,51057,0,0
37985,13024,50816,0,0
37850,12867,50574,0,0
37716,12711,50329,0,0
37583,12554,50084,0,0
37453,12400,49843,0,0
37328,12251,49607,0,0
37204,12106,49380,0,0
37081,11965,49161,0,0
36959,11830,48951,0,0
36842,11701,48750,0,0
36732,11580,48556,0,0
36629,11466,48370,0,0
36533,11358,48194,0,0
36444,11257,48032,0,0
36362,11162,47879,0,0
36285,11069,47735,0,0
36210,10981,47600,0,0
36136,10899,47473,0,0
36065,10820,47351,0,0
35997,10745,47234,0,0
35931,10672,47121,0,0
35866,10603,47012,0,0
35803,10536,46904,0,0
35744,10472,46797,0,0
35688,10409,46692,0,0
35633,10347,46589,0,0
35577,10282,46484,0,0
35518,10215,46377,0,0
35458,10148,46271,0,0
35398,10083,46166,0,0
35339,10019,46061,0,0
35280,9955,45954,0,0
35219,9890,45845,0,0
35154,9821,45731,0,0
35087,9747,45610,0,0
35020,9669,45482,0,0
34951,9587,45351,0,0
34879,9502,45216,0,0
34804,9413,45074,0,0
34728,9323,44928,0,0
34651,9234,44783,0,0
34578,9148,44648,0,0
34515,9077,44537,0,0
34475,9036,44471,0,0
34474,9043,44474,0,0
34529,9115,44579,0,0
34661,9277,44820,0,0
34892,9550,45235,0,0
35231,9948,45847,0,0
35679,10473,46655,0,0
36224,11111,47635,0,0
36846,11835,48747,0,0
37518,12614,49944,0,0
38213,13416,51177,0,0
38906,14216,52401,0,0
39574,14986,53584,0,0
40197,15704,54694,0,0
40761,16355,55701,0,0
41256,16924,56590,0,0
41678,17406,57351,0,0
42028,17802,57983,0,0
42307,18113,58489,0,0
42518,18345,58878,0,0
42667,18507,59159,0,0
42761,18606,59338,0,0
42805,18646,59426,0,0
42804,18638,59438,0,0
42768,18589,59388,0,0
42704,18508,59285,0,0
42616,18403,59138,0,0
42513,18278,58956,0,0
42398,18141,58751,0,0
42277,17997,58532,0,0
42150,17850,58305,0,0
42023,17704,58079,0,0
41903,17564,57863,0,0
41794,17433,57662,0,0
41697,17313,57477,0,0
41613,17211,57314,0,0
41541,17127,57177,0,0
41482,17060,57069,0,0
41436,17009,56983,0,0
41402,16969,56915,0,0
41379,16938,56862,0,0
41363,16913,56817,0,0
41348,16889,56771,0,0
41328,16861,56715,0,0
41302,16827,56648,0,0
41264,16780,56566,0,0
41212,16717,56463,0,0
41146,16636,56336,0,0
41068,16541,56191,0,0
40982,16435,56034,0,0
40891,16325,55870,0,0
40797,16215,55702,0,0
40703,16108,55539,0,0
40616,16011,55389,0,0
40542,15927,55257,0,0
40483,15862,55148,0,0
40441,15818,55065,0,0
40417,15789,55009,0,0
40407,15775,54979,0,0
40411,15777,54974,0,0
40427,15794,54991,0,0
40454,15823,55025,0,0
40488,15859,55070,0,0
40525,15900,55125,0,0
40561,15943,55186,0,0
40597,15985,55246,0,0
40628,16022,55298,0,0
40653,16052,55335,0,0
40667,16071,55355,0,0
40668,16075,55358,0,0
40659,16064,55339,0,0
40638,16037,55298,0,0
40604,15998,55232,0,0
40555,15944,55144,0,0
40493,15875,55034,0,0
40419,15791,54906,0,0
40336,15693,54762,0,0
40244,15583,54600,0,0
40143,15466,54421,0,0
40034,15340,54228,0,0
39920,15207,54024,0,0
39802,15066,53812,0,0
39682,14922,53594,0,0
39560,14775,53369,0,0
39436,14626,53141,0,0
39312,14479,52912,0,0
39187,14335,52685,0,0
39063,14193,52463,0,0
38942,14056,52248,0,0
38823,13919,52040,0,0
38707,13782,51837,0,0
38594,13648,51640,0,0
38484,13518,51446,0,0
38376,13393,51255,0,0
38272,13274,51071,0,0
38173,13162,50896,0,0
38081,13059,50727,0,0
37993,12960,50561,0,0
37907,12867,50400,0,0
37824,12776,50246,0,0
37746,12687,50097,0,0
37671,12601,49951,0,0
37597,12520,49813,0,0
37524,12443,49683,0,0
37455,12368,49557,0,0
37390,12292,49435,0,0
37329,12218,49318,0,0
37274,12147,49208,0,0
37219,12078,49103,0,0
37164,12009,49000,0,0
37107,11939,48899,0,0
37050,11869,48798,0,0
36992,11800,48695,0,0
36933,11733,48590,0,0
36873,11666,48482,0,0
36809,11601,48373,0,0
36743,11537,48261,0,0
36678,11471,48148,0,0
36613,11404,48036,0,0
36547,11335,47922,0,0
36479,11262,47804,0,0
36408,11185,47680,0,0
36336,11105,47550,0,0
36261,11022,47416,0,0
36181,10934,47278,0,0
36100,10843,47134,0,0
36018,10751,46983,0,0
35936,10657,46830,0,0
35852,10560,46678,0,0
35766,10463,46530,0,0
35684,10371,46389,0,0
35612,10288,46265,0,0
35557,10228,46175,0,0
35534,10207,46145,0,0
35565,10249,46211,0,0
35670,10378,46410,0,0
35866,10617,46773,0,0
36167,10977,47322,0,0
36575,11463,48064,0,0
37083,12066,48982,0,0
37672,12764,50041,0,0
38319,13524,51193,0,0
38996,14313,52388,0,0
39672,15100,53582,0,0
40323,15856,54736,0,0
40933,16560,55818,0,0
41488,17197,56801,0,0
41978,17757,57672,0,0
42398,18236,58426,0,0
42748,18634,59063,0,0
43028,18950,59582,0,0
43242,19186,59985,0,0
43393,19349,60278,0,0
43490,19449,60469,0,0
43538,19492,60571,0,0
43545,19488,60595,0,0
43520,19444,60549,0,0
43467,19370,60448,0,0
43393,19273,60305,0,0
43303,19157,60131,0,0
43202,19026,59934,0,0
43093,18885,59723,0,0
42979,18742,59506,0,0
42865,18603,59294,0,0
42756,18474,59092,0,0
42656,18359,58907,0,0
42568,18258,58741,0,0
42492,18173,58597,0,0
42427,18102,58476,0,0
42376,18045,58379,0,0
42337,17997,58305,0,0
42306,17960,58250,0,0
42284,17933,58207,0,0
42268,17912,58170,0,0
42251,17892,58131,0,0
42226,17866,58081,0,0
42189,17827,58014,0,0
42140,17776,57926,0,0
42083,17712,57817,0,0
42015,17634,57683,0,0
41937,17543,57529,0,0
41851,17442,57359,0,0
41761,17335,57184,0,0
41671,17226,57011,0,0
41582,17121,56846,0,0
41497,17021,56691,0,0
41416,16928,56551,0,0
41344,16846,56432,0,0
41284,16781,56335,0,0
41239,16734,56264,0,0
41208,16701,56217,0,0
41193,16680,56193,0,0
41192,16674,56193,0,0
41203,16684,56213,0,0
41225,16706,56252,0,0
41255,16736,56301,0,0
41288,16771,56353,0,0
41321,16807,56400,0,0
41349,16839,56442,0,0
41369,16862,56474,0,0
41381,16873,56492,0,0
41383,16871,56490,0,0
41376,16852,56471,0,0
41357,16820,56432,0,0
41326,16773,56375,0,0
41282,16713,56300,0,0
41225,16637,56205,0,0
41157,16548,56089,0,0
41078,16450,55951,0,0
40986,16342,55789,0,0
40880,16224,55605,0,0
40766,16096,55405,0,0
40643,15959,55188,0,0
40511,15813,54957,0,0
40369,15659,54715,0,0
40222,15501,54467,0,0
40073,15339,54214,0,0
39925,15174,53960,0,0
39780,15011,53712,0,0
39641,14851,53471,0,0
39507,14695,53233,0,0
39377,14541,52997,0,0
39250,14391,52769,0,0
39129,14251,52555,0,0
39014,14118,52354,0,0
38904,13993,52165,0,0
38798,13875,51986,0,0
38697,13762,51811,0,0
38600,13654,51639,0,0
38506,13547,51471,0,0
38416,13443,51309,0,0
38331,13344,51150,0,0
38249,13248,50993,0,0
38171,13156,50840,0,0
38093,13068,50692,0,0
38014,12982,50550,0,0
37937,12899,50416,0,0
37862,12819,50290,0,0
37791,12740,50169,0,0
37721,12665,50051,0,0
37656,12595,49937,0,0
37596,12530,49832,0,0
37544,12472,49739,0,0
37500,12419,49655,0,0
37461,12370,49578,0,0
37422,12323,49505,0,0
37383,12280,49437,0,0
37346,12242,49370,0,0
37310,12206,49301,0,0
37272,12168,49228,0,0
37233,12128,49153,0,0
37194,12087,49079,0,0
37157,12043,49003,0,0
37119,11994,48922,0,0
37078,11941,48835,0,0
37034,11887,48744,0,0
36987,11829,48649,0,0
36934,11768,48549,0,0
36880,11704,48443,0,0
36822,11638,48336,0,0
36760,11568,48224,0,0
36693,11493,48107,0,0
36625,11417,47985,0,0
36557,11343,47856,0,0
36489,11273,47725,0,0
36419,11205,47596,0,0
36355,11140,47477,0,0
36305,11086,47380,0,0
36278,11057,47328,0,0
36289,11074,47354,0,0
36361,11161,47488,0,0
36513,11339,47764,0,0
36760,11630,48213,0,0
37110,12044,48852,0,0
37560,12580,49673,0,0
38096,13217,50646,0,0
38696,13928,51726,0,0
39338,14682,52872,0,0
39995,15448,54039,0,0
40642,16198,55189,0,0
41256,16909,56283,0,0
41820,17560,57292,0,0
42323,18141,58199,0,0
42759,18643,58990,0,0
43126,19063,59660,0,0
43424,19401,60207,0,0
43658,19662,60638,0,0
43834,19853,60963,0,0
43954,19980,61187,0,0
44025,20049,61318,0,0
44055,20070,61368,0,0
44048,20049,61348,0,0
44010,19994,61267,0,0
43945,19909,61139,0,0
43862,19800,60971,0,0
43763,19675,60776,0,0
43652,19539,60564,0,0
43532,19396,60347,0,0
43409,19253,60129,0,0
43290,19116,59916,0,0
43177,18988,59716,0,0
43076,18874,59535,0,0
42988,18774,59377,0,0
42913,18690,59245,0,0
42851,18621,59136,0,0
42799,18568,59045,0,0
42759,18529,58970,0,0
42729,18502,58909,0,0
42705,18481,58857,0,0
42683,18458,58807,0,0
42657,18428,58751,0,0
42624,18384,58681,0,0
42582,18325,58592,0,0
42529,18249,58480,0,0
42461,18157,58347,0,0
42377,18052,58197,0,0
42285,17940,58033,0,0
42187,17826,57862,0,0
42088,17712,57686,0,0
41992,17602,57511,0,0
41903,17500,57344,0,0
41823,17410,57194,0,0
41757,17334,57067,0,0
41708,17274,56966,0,0
41677,17230,56889,0,0
41661,17206,56839,0,0
41656,17198,56814,0,0
41661,17204,56808,0,0
41673,17219,56819,0,0
41692,17245,56847,0,0
41715,17277,56888,0,0
41739,17313,56938,0,0
41762,17349,56990,0,0
41784,17384,57040,0,0
41802,17412,57080,0,0
41814,17427,57103,0,0
41821,17427,57103,0,0
41818,17413,57082,0,0
41804,17385,57041,0,0
41775,17342,56979,0,0
41731,17285,56894,0,0
41672,17214,56785,0,0
41599,17127,56654,0,0
41510,17022,56501,0,0
41408,16903,56328,0,0
41295,16774,56139,0,0
41175,16638,55935,0,0
41048,16496,55715,0,0
40918,16350,55484,0,0
40784,16200,55247,0,0
40649,16046,55006,0,0
40514,15889,54760,0,0
40377,15726,54510,0,0
40236,15561,54260,0,0
40093,15396,54012,0,0
39952,15230,53770,0,0
39816,15068,53534,0,0
39687,14913,53302,0,0
39564,14766,53073,0,0
39442,14625,52849,0,0
39320,14487,52633,0,0
39203,14355,52428,0,0
39091,14229,52232,0,0
38983,14104,52043,0,0
38875,13982,51859,0,0
38770,13864,51682,0,0
38669,13751,51511,0,0
38572,13643,51347,0,0
38479,13541,51186,0,0
38390,13440,51026,0,0
38302,13342,50869,0,0
38215,13248,50716,0,0
38131,13158,50566,0,0
38048,13069,50418,0,0
37966,12980,50272,0,0
37885,12889,50131,0,0
37807,12801,49996,0,0
37730,12716,49867,0,0
37653,12633,49740,0,0
37575,12552,49614,0,0
37499,12471,49490,0,0
37424,12391,49369,0,0
37352,12314,49251,0,0
37286,12239,49135,0,0
37222,12166,49019,0,0
37157,12095,48904,0,0
37092,12028,48791,0,0
37028,11961,48680,0,0
36965,11894,48570,0,0
36904,11826,48457,0,0
36842,11758,48341,0,0
36778,11685,48221,0,0
36711,11608,48100,0,0
36642,11528,47972,0,0
36569,11444,47836,0,0
36494,11354,47696,0,0
36416,11258,47553,0,0
36336,11160,47405,0,0
36253,11059,47251,0,0
36166,10956,47087,0,0
36075,10846,46915,0,0
35978,10733,46738,0,0
35874,10616,46557,0,0
35765,10496,46371,0,0
35651,10376,46181,0,0
35539,10258,45992,0,0
35435,10147,45816,0,0
35354,10059,45674,0,0
35307,10010,45593,0,0
35309,10022,45605,0,0
35384,10119,45747,0,0
35553,10324,46057,0,0
35833,10656,46565,0,0
36233,11125,47285,0,0
36744,11724,48206,0,0
37350,12436,49295,0,0
38024,13227,50502,0,0
38735,14061,51772,0,0
39454,14904,53057,0,0
40155,15722,54309,0,0
40816,16490,55487,0,0
41420,17188,56564,0,0
41956,17802,57521,0,0
42416,18323,58346,0,0
42797,18751,59034,0,0
43102,19092,59586,0,0
43335,19349,60007,0,0
43501,19529,60309,0,0
43605,19641,60506,0,0
43653,19691,60608,0,0
43656,19687,60627,0,0
43620,19638,60571,0,0
43551,19551,60454,0,0
43454,19435,60287,0,0
43338,19297,60079,0,0
43209,19144,59842,0,0
43074,18982,59590,0,0
42937,18815,59334,0,0
42803,18649,59080,0,0
42676,18490,58834,0,0
42560,18343,58601,0,0
42453,18210,58388,0,0
42354,18092,58201,0,0
42269,17993,58041,0,0
42198,17914,57909,0,0
42138,17850,57803,0,0
42085,17797,57717,0,0
42040,17753,57645,0,0
42000,17712,57581,0,0
41961,17673,57517,0,0
41919,17632,57447,0,0
41869,17578,57362,0,0
41808,17505,57257,0,0
41733,17414,57125,0,0
41644,17309,56968,0,0
41544,17195,56790,0,0
41435,17070,56594,0,0
41321,16941,56390,0,0
41209,16813,56186,0,0
41104,16689,55988,0,0
41007,16572,55804,0,0
40922,16469,55643,0,0
40852,16385,55513,0,0
40797,16325,55414,0,0
40760,16289,55348,0,0
40742,16275,55315,0,0
40743,16283,55317,0,0
40763,16312,55350,0,0
40799,16359,55411,0,0
40847,16421,55491,0,0
40903,16492,55584,0,0
40964,16567,55686,0,0
41025,16640,55787,0,0
41080,16706,55879,0,0
41126,16762,55958,0,0
41162,16805,56019,0,0
41183,16831,56057,0,0
41189,16839,56069,0,0
41177,16828,56053,0,0
41149,16799,56009,0,0
41107,16752,55936,0,0
41051,16686,55834,0,0
40982,16600,55705,0,0
40899,16496,55550,0,0
40801,16374,55370,0,0
40687,16236,55169,0,0
40563,16089,54950,0,0
40431,15934,54716,0,0
40294,15773,54470,0,0
40153,15607,54217,0,0
40010,15438,53959,0,0
39864,15268,53697,0,0
39717,15097,53435,0,0
39568,14927,53173,0,0
39418,14760,52913,0,0
39270,14597,52656,0,0
39126,14438,52404,0,0
38991,14282,52163,0,0
38862,14131,51934,0,0
38739,13986,51718,0,0
38619,13846,51511,0,0
38502,13711,51314,0,0
38389,13582,51125,0,0
38280,13458,50943,0,0
38177,13339,50768,0,0
38078,13226,50599,0,0
37984,13120,50437,0,0
37896,13021,50281,0,0
37814,12927,50131,0,0
37734,12838,49987,0,0
37655,12751,49845,0,0
37578,12670,49711,0,0
37505,12598,49585,0,0
37435,12530,49465,0,0
37369,12463,49348,0,0
37308,12393,49234,0,0
37247,12322,49122,0,0
37189,12252,49012,0,0
37134,12182,48905,0,0
37078,12108,48800,0,0
37019,12031,48692,0,0
36954,11953,48578,0,0
36884,11874,48459,0,0
36810,11793,48333,0,0
36734,11708,48200,0,0
36654,11620,48062,0,0
36569,11529,47921,0,0
36482,11436,47777,0,0
36393,11342,47628,0,0
36303,11247,47474,0,0
36211,11148,47313,0,0
36118,11044,47146,0,0
36024,10937,46972,0,0
35927,10825,46793,0,0
35825,10707,46608,0,0
35718,10587,46418,0,0
35611,10470,46227,0,0
35508,10360,46044,0,0
35416,10262,45881,0,0
35343,10185,45754,0,0
35300,10143,45686,0,0
35303,10154,45704,0,0
35373,10239,45843,0,0
35529,10422,46140,0,0
35790,10725,46623,0,0
